"dataset","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","family","pft","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","growingCondition","status","light"
"Katakura2007","Japan-Nagano Prefecture Forestry Research Center-8",36.143,137.999,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,NA,NA,0.416,NA,NA,17.07,NA,NA,NA,546.81,627.69,63.81,NA,NA,172.56,800.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Katakura2007","Japan-Nagano Prefecture Forestry Research Center-8",36.143,137.999,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7,NA,NA,0.332,NA,NA,16.96,NA,NA,NA,380.08,439.98,42.94,NA,NA,97.19,537.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Katakura2007","Japan-Nagano Prefecture Forestry Research Center-9",36.144,138,"TempF",NA,NA,NA,NA,"Quercus serrata","Fagaceae","DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,7.4,NA,0.214,NA,NA,17.35,NA,NA,NA,152.08,227.64,58.21,NA,NA,39.04,266.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Katakura2007","Japan-Nagano Prefecture Forestry Research Center-9",36.144,138,"TempF",NA,NA,NA,NA,"Quercus serrata","Fagaceae","DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,7.8,NA,0.176,NA,NA,6.84,NA,NA,NA,98.61,135.98,30.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Katakura2007","Japan-Nagano Prefecture Forestry Research Center-9",36.144,138,"TempF",NA,NA,NA,NA,"Quercus serrata","Fagaceae","DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6.5,NA,0.161,NA,NA,4.34,NA,NA,NA,75.43,98.81,19.04,NA,NA,22.29,121.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Katakura2007","Japan-Nagano Prefecture Forestry Research Center-9",36.144,138,"TempF",NA,NA,NA,NA,"Quercus serrata","Fagaceae","DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,7.2,NA,0.143,NA,NA,3.4,NA,NA,NA,65.62,81.65,12.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Katakura2007","Japan-Nagano Prefecture Forestry Research Center-9",36.144,138,"TempF",NA,NA,NA,NA,"Quercus serrata","Fagaceae","DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,5.8,NA,0.125,NA,NA,2.37,NA,NA,NA,46.47,56.4,7.56,NA,NA,12.03,68.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Katakura2007","Japan-Nagano Prefecture Forestry Research Center-9",36.144,138,"TempF",NA,NA,NA,NA,"Quercus serrata","Fagaceae","DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,5.6,NA,0.105,NA,NA,1.58,NA,NA,NA,30.35,36.87,4.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Katakura2007","Japan-Nagano Prefecture Forestry Research Center-9",36.144,138,"TempF",NA,NA,NA,NA,"Quercus serrata","Fagaceae","DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,4,NA,0.065,NA,NA,0.45,NA,NA,NA,11.11,12.96,1.4,NA,NA,3.28,16.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Katakura2007","Japan-Nagano Prefecture Forestry Research Center-9",36.144,138,"TempF",NA,NA,NA,NA,"Quercus serrata","Fagaceae","DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,2.2,NA,0.058,NA,NA,0.11,NA,NA,NA,6.53,7.56,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
