"dataset","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","family","pft","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","growingCondition","status","light"
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.9,NA,0.048,NA,NA,0.53,NA,NA,NA,2.05,2.99,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,1.4,NA,0.074,NA,NA,2.03,NA,NA,NA,7.16,12.07,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,1.2,NA,0.037,NA,NA,0.28,NA,NA,NA,0.96,1.59,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,1.9,NA,0.085,NA,NA,2.33,NA,NA,NA,10.25,15.97,3.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,1.8,NA,0.047,NA,NA,0.63,NA,NA,NA,2.79,4.19,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,1.5,NA,0.055,NA,NA,0.58,NA,NA,NA,4.2,5.5,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,2.5,NA,0.06,NA,NA,0.42,NA,NA,NA,4.31,5.32,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,2,NA,0.057,NA,NA,0.73,NA,NA,NA,4.59,6.59,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,2.3,NA,0.061,NA,NA,1.05,NA,NA,NA,4.72,7.13,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Ando1962","Japan-Masuko town-P-A sparse stand",36.45,140.11,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,2.2,NA,0.041,NA,NA,0.61,NA,NA,NA,2.46,3.56,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
